AREA,,,BCA,CEN,NES,NOR,NTE,OCC,ORI,PEN,,BCA,CEN,NES,NOR,NTE,OCC,ORI,PEN
Year,,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020
Month,Day,HORA,,,,,,,,,,,,,,,,,
3,4,4,678,"5,664","5,475","1,752","2,540","7,406","5,449","1,425",,0.68,5.66,5.48,1.75,2.54,7.41,5.45,1.43
3,4,5,716,"6,048","5,592","1,750","2,581","7,522","5,459","1,406",,0.72,6.05,5.59,1.75,2.58,7.52,5.46,1.41
3,4,6,759,"6,483","5,737","1,814","2,657","7,935","5,579","1,388",,0.76,6.48,5.74,1.81,2.66,7.94,5.58,1.39
3,4,7,812,"6,890","5,815","1,888","2,795","8,287","5,518","1,470",,0.81,6.89,5.82,1.89,2.80,8.29,5.52,1.47
3,4,8,837,"7,134","5,973","1,944","2,929","8,787","5,677","1,591",,0.84,7.13,5.97,1.94,2.93,8.79,5.68,1.59
3,4,9,849,"7,438","6,166","2,027","2,978","9,109","5,963","1,669",,0.85,7.44,6.17,2.03,2.98,9.11,5.96,1.67
3,4,10,867,"7,540","6,346","2,087","3,002","9,160","6,071","1,714",,0.87,7.54,6.35,2.09,3.00,9.16,6.07,1.71
3,4,11,886,"7,736","6,368","2,119","3,054","9,265","6,230","1,747",,0.89,7.74,6.37,2.12,3.05,9.27,6.23,1.75
3,4,12,890,"7,758","6,341","2,146","3,053","9,314","6,381","1,768",,0.89,7.76,6.34,2.15,3.05,9.31,6.38,1.77
3,4,13,900,"7,617","6,391","2,147","3,050","9,354","6,400","1,793",,0.90,7.62,6.39,2.15,3.05,9.35,6.40,1.79
3,4,14,905,"7,646","6,494","2,172","3,033","9,298","6,475","1,822",,0.91,7.65,6.49,2.17,3.03,9.30,6.48,1.82
3,4,15,903,"7,733","6,509","2,172","3,047","9,329","6,601","1,864",,0.90,7.73,6.51,2.17,3.05,9.33,6.60,1.86
3,4,16,898,"7,825","6,425","2,169","3,037","9,339","6,610","1,870",,0.90,7.83,6.43,2.17,3.04,9.34,6.61,1.87
3,4,17,904,"7,623","6,199","2,169","3,054","9,149","6,520","1,809",,0.90,7.62,6.20,2.17,3.05,9.15,6.52,1.81
3,4,18,955,"7,723","6,041","2,143","3,032","8,905","6,670","1,854",,0.96,7.72,6.04,2.14,3.03,8.91,6.67,1.85
3,4,19,960,"8,309","6,130","2,225","3,190","9,154","7,274","1,870",,0.96,8.31,6.13,2.23,3.19,9.15,7.27,1.87
3,4,20,938,"8,269","6,062","2,292","3,235","9,096","7,200","1,872",,0.94,8.27,6.06,2.29,3.24,9.10,7.20,1.87
3,4,21,889,"7,859","5,980","2,274","3,182","8,795","7,037","1,881",,0.89,7.86,5.98,2.27,3.18,8.80,7.04,1.88
3,4,22,838,"7,376","5,840","2,205","3,072","8,463","6,778","1,859",,0.84,7.38,5.84,2.21,3.07,8.46,6.78,1.86
3,4,23,782,"6,688","5,725","2,095","2,924","8,222","6,428","1,801",,0.78,6.69,5.73,2.10,2.92,8.22,6.43,1.80
3,5,0,740,"6,140","5,542","1,974","2,784","7,869","6,058","1,711",,0.74,6.14,5.54,1.97,2.78,7.87,6.06,1.71
3,5,1,710,"5,705","5,398","1,876","2,688","7,600","5,840","1,630",,0.71,5.71,5.40,1.88,2.69,7.60,5.84,1.63
3,5,2,695,"5,552","5,229","1,818","2,617","7,406","5,653","1,558",,0.70,5.55,5.23,1.82,2.62,7.41,5.65,1.56
3,5,3,692,"5,599","5,082","1,777","2,611","7,385","5,590","1,503",,0.69,5.60,5.08,1.78,2.61,7.39,5.59,1.50
3,5,4,702,"5,603","5,125","1,768","2,606","7,368","5,517","1,461",,0.70,5.60,5.13,1.77,2.61,7.37,5.52,1.46
3,5,5,738,"5,994","5,154","1,796","2,640","7,589","5,557","1,435",,0.74,5.99,5.15,1.80,2.64,7.59,5.56,1.44
3,5,6,781,"6,513","5,301","1,864","2,738","7,945","5,596","1,403",,0.78,6.51,5.30,1.86,2.74,7.95,5.60,1.40
3,5,7,831,"6,753","5,481","1,953","2,865","8,370","5,447","1,493",,0.83,6.75,5.48,1.95,2.87,8.37,5.45,1.49
3,5,8,859,"7,059","5,514","1,999","2,998","8,846","5,603","1,619",,0.86,7.06,5.51,2.00,3.00,8.85,5.60,1.62
3,5,9,875,"7,206","5,621","2,070","3,030","9,118","5,809","1,704",,0.88,7.21,5.62,2.07,3.03,9.12,5.81,1.70
3,5,10,888,"7,474","5,661","2,136","3,060","9,202","5,953","1,753",,0.89,7.47,5.66,2.14,3.06,9.20,5.95,1.75
3,5,11,904,"7,396","5,660","2,176","3,090","9,433","6,083","1,785",,0.90,7.40,5.66,2.18,3.09,9.43,6.08,1.79
3,5,12,910,"7,373","5,693","2,189","3,080","9,466","6,123","1,788",,0.91,7.37,5.69,2.19,3.08,9.47,6.12,1.79
3,5,13,913,"7,394","5,764","2,213","3,064","9,520","6,091","1,790",,0.91,7.39,5.76,2.21,3.06,9.52,6.09,1.79
3,5,14,920,"7,388","5,805","2,242","3,044","9,455","6,106","1,808",,0.92,7.39,5.81,2.24,3.04,9.46,6.11,1.81
3,5,15,920,"7,671","5,880","2,257","3,046","9,266","6,164","1,836",,0.92,7.67,5.88,2.26,3.05,9.27,6.16,1.84
3,5,16,913,"7,691","5,902","2,292","3,034","9,273","6,121","1,830",,0.91,7.69,5.90,2.29,3.03,9.27,6.12,1.83
3,5,17,910,"7,691","5,765","2,290","2,985","9,130","6,063","1,765",,0.91,7.69,5.77,2.29,2.99,9.13,6.06,1.77
3,5,18,964,"7,819","5,626","2,238","3,024","8,866","6,285","1,817",,0.96,7.82,5.63,2.24,3.02,8.87,6.29,1.82
3,5,19,963,"8,314","5,713","2,279","3,171","9,194","6,611","1,815",,0.96,8.31,5.71,2.28,3.17,9.19,6.61,1.82
3,5,20,946,"8,143","5,702","2,341","3,223","9,101","6,486","1,802",,0.95,8.14,5.70,2.34,3.22,9.10,6.49,1.80
3,5,21,903,"7,710","5,515","2,321","3,194","8,792","6,203","1,796",,0.90,7.71,5.52,2.32,3.19,8.79,6.20,1.80
3,5,22,841,"7,248","5,492","2,245","3,072","8,475","5,995","1,765",,0.84,7.25,5.49,2.25,3.07,8.48,6.00,1.77
3,5,23,785,"6,696","5,469","2,134","2,944","8,192","5,763","1,703",,0.79,6.70,5.47,2.13,2.94,8.19,5.76,1.70
3,6,0,740,"6,021","5,291","2,002","2,805","7,852","5,503","1,616",,0.74,6.02,5.29,2.00,2.81,7.85,5.50,1.62
3,6,1,719,"5,788","5,140","1,924","2,697","7,584","5,331","1,509",,0.72,5.79,5.14,1.92,2.70,7.58,5.33,1.51
3,6,2,702,"5,554","4,995","1,875","2,648","7,479","5,186","1,441",,0.70,5.55,5.00,1.88,2.65,7.48,5.19,1.44
3,6,3,695,"5,599","4,965","1,830","2,588","7,371","5,116","1,394",,0.70,5.60,4.97,1.83,2.59,7.37,5.12,1.39
3,6,4,702,"5,670","5,002","1,791","2,599","7,396","5,066","1,359",,0.70,5.67,5.00,1.79,2.60,7.40,5.07,1.36
3,6,5,722,"5,980","5,004","1,804","2,653","7,538","5,140","1,342",,0.72,5.98,5.00,1.80,2.65,7.54,5.14,1.34
3,6,6,768,"6,632","5,241","1,882","2,751","7,980","5,356","1,333",,0.77,6.63,5.24,1.88,2.75,7.98,5.36,1.33
3,6,7,827,"6,911","5,391","1,965","2,884","8,364","5,313","1,401",,0.83,6.91,5.39,1.97,2.88,8.36,5.31,1.40
3,6,8,858,"7,154","5,603","2,022","2,953","8,764","5,481","1,502",,0.86,7.15,5.60,2.02,2.95,8.76,5.48,1.50
3,6,9,876,"7,399","5,703","2,105","3,028","8,996","5,624","1,555",,0.88,7.40,5.70,2.11,3.03,9.00,5.62,1.56
3,6,10,879,"7,706","5,839","2,154","3,055","9,109","5,675","1,579",,0.88,7.71,5.84,2.15,3.06,9.11,5.68,1.58
3,6,11,898,"7,518","5,829","2,208","3,077","9,143","5,702","1,591",,0.90,7.52,5.83,2.21,3.08,9.14,5.70,1.59
3,6,12,905,"7,735","5,923","2,245","3,064","9,214","5,748","1,578",,0.91,7.74,5.92,2.25,3.06,9.21,5.75,1.58
3,6,13,911,"7,424","5,965","2,246","3,044","9,227","5,761","1,555",,0.91,7.42,5.97,2.25,3.04,9.23,5.76,1.56
3,6,14,914,"7,439","5,979","2,246","3,031","9,139","5,712","1,537",,0.91,7.44,5.98,2.25,3.03,9.14,5.71,1.54
3,6,15,907,"7,349","5,988","2,266","3,017","9,115","5,730","1,530",,0.91,7.35,5.99,2.27,3.02,9.12,5.73,1.53
3,6,16,895,"7,393","5,983","2,264","3,007","9,103","5,739","1,506",,0.90,7.39,5.98,2.26,3.01,9.10,5.74,1.51
3,6,17,884,"7,385","5,828","2,275","3,004","8,937","5,724","1,471",,0.88,7.39,5.83,2.28,3.00,8.94,5.72,1.47
3,6,18,937,"7,449","5,675","2,239","2,986","8,755","5,978","1,530",,0.94,7.45,5.68,2.24,2.99,8.76,5.98,1.53
3,6,19,934,"7,916","5,705","2,273","3,112","8,957","6,264","1,522",,0.93,7.92,5.71,2.27,3.11,8.96,6.26,1.52
3,6,20,915,"7,739","5,623","2,313","3,157","8,836","6,148","1,494",,0.92,7.74,5.62,2.31,3.16,8.84,6.15,1.49
3,6,21,877,"7,474","5,554","2,292","3,113","8,538","5,858","1,452",,0.88,7.47,5.55,2.29,3.11,8.54,5.86,1.45
3,6,22,831,"7,044","5,447","2,229","3,018","8,274","5,615","1,403",,0.83,7.04,5.45,2.23,3.02,8.27,5.62,1.40
3,6,23,779,"6,611","5,433","2,143","2,889","8,089","5,308","1,350",,0.78,6.61,5.43,2.14,2.89,8.09,5.31,1.35
3,7,0,735,"6,032","5,281","2,060","2,760","7,685","5,035","1,289",,0.74,6.03,5.28,2.06,2.76,7.69,5.04,1.29
3,7,1,701,"5,783","5,049","1,983","2,635","7,506","4,995","1,234",,0.70,5.78,5.05,1.98,2.64,7.51,5.00,1.23
3,7,2,684,"5,458","4,922","1,935","2,573","7,321","4,858","1,195",,0.68,5.46,4.92,1.94,2.57,7.32,4.86,1.20
3,7,3,672,"5,534","4,930","1,904","2,538","7,165","4,817","1,162",,0.67,5.53,4.93,1.90,2.54,7.17,4.82,1.16
3,7,4,675,"5,476","4,877","1,867","2,538","7,188","4,777","1,144",,0.68,5.48,4.88,1.87,2.54,7.19,4.78,1.14
3,7,5,687,"5,584","4,884","1,862","2,551","7,250","4,847","1,142",,0.69,5.58,4.88,1.86,2.55,7.25,4.85,1.14
3,7,6,699,"5,827","4,933","1,899","2,575","7,444","4,930","1,141",,0.70,5.83,4.93,1.90,2.58,7.44,4.93,1.14
3,7,7,743,"6,102","5,026","1,923","2,613","7,687","4,992","1,193",,0.74,6.10,5.03,1.92,2.61,7.69,4.99,1.19
3,7,8,785,"6,368","5,151","1,969","2,698","8,157","5,192","1,274",,0.79,6.37,5.15,1.97,2.70,8.16,5.19,1.27
3,7,9,808,"6,739","5,339","2,101","2,773","8,396","5,374","1,325",,0.81,6.74,5.34,2.10,2.77,8.40,5.37,1.33
3,7,10,831,"6,747","5,425","2,192","2,825","8,544","5,507","1,351",,0.83,6.75,5.43,2.19,2.83,8.54,5.51,1.35
3,7,11,837,"7,013","5,438","2,256","2,842","8,650","5,561","1,358",,0.84,7.01,5.44,2.26,2.84,8.65,5.56,1.36
3,7,12,842,"7,058","5,394","2,285","2,866","8,655","5,629","1,349",,0.84,7.06,5.39,2.29,2.87,8.66,5.63,1.35
3,7,13,840,"6,944","5,346","2,307","2,826","8,608","5,580","1,330",,0.84,6.94,5.35,2.31,2.83,8.61,5.58,1.33
3,7,14,824,"6,996","5,231","2,313","2,808","8,461","5,503","1,320",,0.82,7.00,5.23,2.31,2.81,8.46,5.50,1.32
3,7,15,814,"6,696","5,139","2,282","2,782","8,350","5,439","1,317",,0.81,6.70,5.14,2.28,2.78,8.35,5.44,1.32
3,7,16,805,"6,788","5,176","2,251","2,774","8,321","5,429","1,321",,0.81,6.79,5.18,2.25,2.77,8.32,5.43,1.32
3,7,17,812,"6,733","5,168","2,212","2,787","8,262","5,477","1,320",,0.81,6.73,5.17,2.21,2.79,8.26,5.48,1.32
3,7,18,857,"6,975","5,268","2,180","2,774","8,239","5,817","1,395",,0.86,6.98,5.27,2.18,2.77,8.24,5.82,1.40
3,7,19,841,"7,557","5,435","2,233","2,869","8,721","6,345","1,402",,0.84,7.56,5.44,2.23,2.87,8.72,6.35,1.40
3,7,20,828,"7,547","5,483","2,260","2,868","8,693","6,230","1,380",,0.83,7.55,5.48,2.26,2.87,8.69,6.23,1.38
3,7,21,804,"7,266","5,286","2,233","2,800","8,413","6,029","1,334",,0.80,7.27,5.29,2.23,2.80,8.41,6.03,1.33
3,7,22,758,"6,926","5,037","2,178","2,707","8,039","5,695","1,281",,0.76,6.93,5.04,2.18,2.71,8.04,5.70,1.28
3,7,23,712,"6,455","4,849","2,112","2,589","7,517","5,210","1,225",,0.71,6.46,4.85,2.11,2.59,7.52,5.21,1.23
3,8,0,678,"5,895","4,645","2,025","2,469","7,159","4,937","1,165",,0.68,5.90,4.65,2.03,2.47,7.16,4.94,1.17
3,8,1,652,"5,634","4,552","1,942","2,381","6,854","4,784","1,114",,0.65,5.63,4.55,1.94,2.38,6.85,4.78,1.11
3,8,2,638,"5,339","4,458","1,874","2,322","6,678","4,733","1,079",,0.64,5.34,4.46,1.87,2.32,6.68,4.73,1.08
3,8,3,633,"5,289","4,461","1,804","2,284","6,581","4,660","1,052",,0.63,5.29,4.46,1.80,2.28,6.58,4.66,1.05
3,8,4,630,"5,156","4,425","1,769","2,274","6,525","4,586","1,038",,0.63,5.16,4.43,1.77,2.27,6.53,4.59,1.04
3,8,5,638,"5,120","4,419","1,762","2,278","6,507","4,608","1,034",,0.64,5.12,4.42,1.76,2.28,6.51,4.61,1.03
3,8,6,635,"5,230","4,395","1,759","2,297","6,565","4,643","1,015",,0.64,5.23,4.40,1.76,2.30,6.57,4.64,1.02
3,8,7,659,"5,264","4,215","1,737","2,319","6,506","4,528","1,047",,0.66,5.26,4.22,1.74,2.32,6.51,4.53,1.05
3,8,8,684,"5,516","4,309","1,744","2,348","6,647","4,619","1,089",,0.68,5.52,4.31,1.74,2.35,6.65,4.62,1.09
3,8,9,706,"5,857","4,462","1,855","2,442","6,877","4,713","1,136",,0.71,5.86,4.46,1.86,2.44,6.88,4.71,1.14
3,8,10,724,"6,076","4,536","1,926","2,474","6,978","4,871","1,170",,0.72,6.08,4.54,1.93,2.47,6.98,4.87,1.17
3,8,11,720,"6,105","4,637","1,971","2,483","7,019","4,873","1,191",,0.72,6.11,4.64,1.97,2.48,7.02,4.87,1.19
3,8,12,717,"6,209","4,676","1,996","2,474","7,058","4,953","1,203",,0.72,6.21,4.68,2.00,2.47,7.06,4.95,1.20
3,8,13,728,"6,275","4,665","2,003","2,488","7,068","4,998","1,214",,0.73,6.28,4.67,2.00,2.49,7.07,5.00,1.21
3,8,14,727,"6,219","4,693","2,004","2,490","6,941","5,019","1,217",,0.73,6.22,4.69,2.00,2.49,6.94,5.02,1.22
3,8,15,726,"6,003","4,701","1,989","2,482","6,991","4,995","1,222",,0.73,6.00,4.70,1.99,2.48,6.99,5.00,1.22
3,8,16,728,"6,019","4,744","1,975","2,477","6,955","5,042","1,243",,0.73,6.02,4.74,1.98,2.48,6.96,5.04,1.24
3,8,17,746,"6,119","4,645","1,970","2,493","7,022","5,067","1,259",,0.75,6.12,4.65,1.97,2.49,7.02,5.07,1.26
3,8,18,804,"6,474","4,764","1,966","2,529","7,099","5,483","1,369",,0.80,6.47,4.76,1.97,2.53,7.10,5.48,1.37
3,8,19,811,"7,376","4,974","2,037","2,684","7,813","6,081","1,401",,0.81,7.38,4.97,2.04,2.68,7.81,6.08,1.40
3,8,20,799,"7,425","5,163","2,094","2,723","7,972","6,118","1,393",,0.80,7.43,5.16,2.09,2.72,7.97,6.12,1.39
3,8,21,763,"7,214","5,106","2,113","2,695","7,834","5,957","1,366",,0.76,7.21,5.11,2.11,2.70,7.83,5.96,1.37
3,8,22,714,"6,675","5,031","2,075","2,616","7,500","5,635","1,313",,0.71,6.68,5.03,2.08,2.62,7.50,5.64,1.31
3,8,23,229,"5,915","4,812","2,019","2,507","7,112","5,260","1,248",,0.23,5.92,4.81,2.02,2.51,7.11,5.26,1.25
3,9,0,667,"5,465","4,725","1,934","2,364","6,698","4,866","1,178",,0.67,5.47,4.73,1.93,2.36,6.70,4.87,1.18
3,9,1,643,"5,071","4,649","1,859","2,306","6,437","4,705","1,121",,0.64,5.07,4.65,1.86,2.31,6.44,4.71,1.12
3,9,2,631,"5,139","4,519","1,799","2,260","6,322","4,578","1,083",,0.63,5.14,4.52,1.80,2.26,6.32,4.58,1.08
3,9,3,630,"5,040","4,570","1,762","2,245","6,305","4,586","1,061",,0.63,5.04,4.57,1.76,2.25,6.31,4.59,1.06
3,9,4,639,"4,883","4,618","1,751","2,262","6,351","4,558","1,050",,0.64,4.88,4.62,1.75,2.26,6.35,4.56,1.05
3,9,5,669,"5,325","4,751","1,782","2,330","6,560","4,637","1,069",,0.67,5.33,4.75,1.78,2.33,6.56,4.64,1.07
3,9,6,735,"5,827","5,116","1,828","2,470","7,075","4,796","1,085",,0.74,5.83,5.12,1.83,2.47,7.08,4.80,1.09
3,9,7,788,"6,106","5,324","1,881","2,614","7,579","4,942","1,176",,0.79,6.11,5.32,1.88,2.61,7.58,4.94,1.18
3,9,8,830,"6,547","5,681","1,968","2,726","8,210","5,144","1,287",,0.83,6.55,5.68,1.97,2.73,8.21,5.14,1.29
3,9,9,863,"6,932","5,791","2,071","2,875","8,597","5,321","1,364",,0.86,6.93,5.79,2.07,2.88,8.60,5.32,1.36
3,9,10,881,"7,317","5,801","2,163","2,966","8,881","5,490","1,401",,0.88,7.32,5.80,2.16,2.97,8.88,5.49,1.40
3,9,11,900,"7,509","5,912","2,230","2,992","9,038","5,655","1,442",,0.90,7.51,5.91,2.23,2.99,9.04,5.66,1.44
3,9,12,916,"7,565","5,948","2,274","3,023","9,120","5,695","1,460",,0.92,7.57,5.95,2.27,3.02,9.12,5.70,1.46
3,9,13,926,"7,513","6,041","2,287","3,021","9,229","5,643","1,479",,0.93,7.51,6.04,2.29,3.02,9.23,5.64,1.48
3,9,14,930,"7,557","5,973","2,311","3,037","9,183","5,745","1,485",,0.93,7.56,5.97,2.31,3.04,9.18,5.75,1.49
3,9,15,926,"7,562","5,952","2,305","3,004","9,178","5,862","1,489",,0.93,7.56,5.95,2.31,3.00,9.18,5.86,1.49
3,9,16,901,"7,576","5,949","2,312","3,010","9,177","5,897","1,474",,0.90,7.58,5.95,2.31,3.01,9.18,5.90,1.47
3,9,17,888,"7,640","5,961","2,300","3,007","9,043","5,824","1,439",,0.89,7.64,5.96,2.30,3.01,9.04,5.82,1.44
3,9,18,901,"7,709","5,856","2,259","2,961","8,862","6,026","1,510",,0.90,7.71,5.86,2.26,2.96,8.86,6.03,1.51
3,9,19,940,"8,038","5,935","2,300","3,102","9,030","6,591","1,530",,0.94,8.04,5.94,2.30,3.10,9.03,6.59,1.53
3,9,20,934,"8,029","5,895","2,361","3,149","8,954","6,560","1,522",,0.93,8.03,5.90,2.36,3.15,8.95,6.56,1.52
3,9,21,897,"7,676","5,708","2,343","3,088","8,694","6,311","1,495",,0.90,7.68,5.71,2.34,3.09,8.69,6.31,1.50
3,9,22,841,"7,129","5,671","2,283","2,972","8,278","6,050","1,438",,0.84,7.13,5.67,2.28,2.97,8.28,6.05,1.44
3,9,23,780,"6,673","5,547","2,204","2,812","7,990","5,680","1,364",,0.78,6.67,5.55,2.20,2.81,7.99,5.68,1.36
3,10,0,737,"6,024","5,391","2,096","2,673","7,683","5,324","1,286",,0.74,6.02,5.39,2.10,2.67,7.68,5.32,1.29
3,10,1,706,"5,715","5,258","2,012","2,595","7,442","5,145","1,230",,0.71,5.72,5.26,2.01,2.60,7.44,5.15,1.23
3,10,2,688,"5,652","5,210","1,954","2,545","7,269","4,993","1,180",,0.69,5.65,5.21,1.95,2.55,7.27,4.99,1.18
3,10,3,679,"5,670","5,134","1,914","2,533","7,158","4,899","1,144",,0.68,5.67,5.13,1.91,2.53,7.16,4.90,1.14
3,10,4,685,"5,801","5,228","1,884","2,551","7,212","4,874","1,133",,0.69,5.80,5.23,1.88,2.55,7.21,4.87,1.13
3,10,5,711,"5,981","5,298","1,895","2,591","7,370","4,941","1,146",,0.71,5.98,5.30,1.90,2.59,7.37,4.94,1.15
3,10,6,769,"6,622","5,596","1,944","2,737","7,862","5,144","1,159",,0.77,6.62,5.60,1.94,2.74,7.86,5.14,1.16
3,10,7,813,"6,947","5,697","2,015","2,869","8,242","5,214","1,254",,0.81,6.95,5.70,2.02,2.87,8.24,5.21,1.25
3,10,8,840,"7,098","5,792","2,072","2,967","8,774","5,403","1,372",,0.84,7.10,5.79,2.07,2.97,8.77,5.40,1.37
3,10,9,862,"7,430","5,991","2,173","3,031","9,006","5,577","1,450",,0.86,7.43,5.99,2.17,3.03,9.01,5.58,1.45
3,10,10,880,"7,592","6,081","2,239","3,040","9,110","5,725","1,496",,0.88,7.59,6.08,2.24,3.04,9.11,5.73,1.50
3,10,11,897,"7,640","6,059","2,281","3,038","9,216","5,793","1,530",,0.90,7.64,6.06,2.28,3.04,9.22,5.79,1.53
3,10,12,905,"7,784","6,159","2,347","3,076","9,339","5,783","1,540",,0.91,7.78,6.16,2.35,3.08,9.34,5.78,1.54
3,10,13,906,"7,704","6,168","2,358","3,109","9,380","5,843","1,552",,0.91,7.70,6.17,2.36,3.11,9.38,5.84,1.55
3,10,14,905,"7,759","6,185","2,390","3,091","9,373","5,883","1,568",,0.91,7.76,6.19,2.39,3.09,9.37,5.88,1.57
3,10,15,899,"7,830","6,219","2,402","3,083","9,419","6,007","1,594",,0.90,7.83,6.22,2.40,3.08,9.42,6.01,1.59
3,10,16,894,"7,982","6,210","2,407","3,105","9,484","6,026","1,592",,0.89,7.98,6.21,2.41,3.11,9.48,6.03,1.59
3,10,17,875,"7,767","6,092","2,369","3,082","9,347","5,941","1,544",,0.88,7.77,6.09,2.37,3.08,9.35,5.94,1.54
3,10,18,889,"7,971","5,958","2,323","3,062","9,060","6,208","1,609",,0.89,7.97,5.96,2.32,3.06,9.06,6.21,1.61
3,10,19,925,"8,320","6,111","2,354","3,195","9,328","6,786","1,607",,0.93,8.32,6.11,2.35,3.20,9.33,6.79,1.61
3,10,20,922,"8,192","5,996","2,387","3,221","9,273","6,757","1,589",,0.92,8.19,6.00,2.39,3.22,9.27,6.76,1.59
3,10,21,887,"7,821","5,940","2,375","3,153","8,972","6,505","1,572",,0.89,7.82,5.94,2.38,3.15,8.97,6.51,1.57
3,10,22,830,"7,306","5,800","2,330","3,030","8,632","6,222","1,524",,0.83,7.31,5.80,2.33,3.03,8.63,6.22,1.52
3,10,23,772,"6,867","5,676","2,255","2,870","8,367","5,910","1,458",,0.77,6.87,5.68,2.26,2.87,8.37,5.91,1.46
3,11,0,730,"6,291","5,516","2,164","2,749","7,978","5,626","1,376",,0.73,6.29,5.52,2.16,2.75,7.98,5.63,1.38
3,11,1,706,"5,931","5,385","2,070","2,677","7,655","5,448","1,310",,0.71,5.93,5.39,2.07,2.68,7.66,5.45,1.31
3,11,2,686,"5,750","5,242","2,011","2,632","7,413","5,278","1,256",,0.69,5.75,5.24,2.01,2.63,7.41,5.28,1.26
3,11,3,677,"5,784","5,155","1,974","2,604","7,401","5,183","1,218",,0.68,5.78,5.16,1.97,2.60,7.40,5.18,1.22
3,11,4,682,"5,704","5,295","1,941","2,620","7,472","5,190","1,200",,0.68,5.70,5.30,1.94,2.62,7.47,5.19,1.20
3,11,5,713,"6,136","5,249","1,952","2,666","7,602","5,265","1,202",,0.71,6.14,5.25,1.95,2.67,7.60,5.27,1.20
3,11,6,773,"6,583","5,509","2,005","2,795","8,021","5,371","1,204",,0.77,6.58,5.51,2.01,2.80,8.02,5.37,1.20
3,11,7,818,"7,037","5,749","2,063","2,907","8,382","5,404","1,287",,0.82,7.04,5.75,2.06,2.91,8.38,5.40,1.29
3,11,8,843,"7,289","5,938","2,118","3,003","8,816","5,500","1,398",,0.84,7.29,5.94,2.12,3.00,8.82,5.50,1.40
3,11,9,872,"7,471","6,117","2,238","3,064","9,109","5,694","1,485",,0.87,7.47,6.12,2.24,3.06,9.11,5.69,1.49
3,11,10,891,"7,719","6,187","2,327","3,096","9,248","5,871","1,530",,0.89,7.72,6.19,2.33,3.10,9.25,5.87,1.53
3,11,11,901,"7,755","6,277","2,414","3,110","9,420","5,967","1,562",,0.90,7.76,6.28,2.41,3.11,9.42,5.97,1.56
3,11,12,908,"7,715","6,361","2,474","3,120","9,497","6,066","1,570",,0.91,7.72,6.36,2.47,3.12,9.50,6.07,1.57
3,11,13,915,"7,584","6,405","2,486","3,126","9,547","6,062","1,584",,0.92,7.58,6.41,2.49,3.13,9.55,6.06,1.58
3,11,14,912,"7,740","6,475","2,535","3,157","9,542","6,064","1,606",,0.91,7.74,6.48,2.54,3.16,9.54,6.06,1.61
3,11,15,910,"7,797","6,514","2,555","3,197","9,556","6,135","1,623",,0.91,7.80,6.51,2.56,3.20,9.56,6.14,1.62
3,11,16,905,"7,808","6,626","2,563","3,180","9,574","6,137","1,620",,0.91,7.81,6.63,2.56,3.18,9.57,6.14,1.62
3,11,17,896,"7,699","6,443","2,550","3,169","9,387","5,992","1,563",,0.90,7.70,6.44,2.55,3.17,9.39,5.99,1.56
3,11,18,911,"7,688","6,301","2,486","3,118","9,112","6,147","1,622",,0.91,7.69,6.30,2.49,3.12,9.11,6.15,1.62
3,11,19,957,"8,238","6,438","2,475","3,188","9,389","6,810","1,635",,0.96,8.24,6.44,2.48,3.19,9.39,6.81,1.64
3,11,20,956,"8,180","6,406","2,523","3,228","9,303","6,736","1,611",,0.96,8.18,6.41,2.52,3.23,9.30,6.74,1.61
3,11,21,921,"7,782","6,309","2,511","3,162","9,026","6,509","1,592",,0.92,7.78,6.31,2.51,3.16,9.03,6.51,1.59
3,11,22,864,"7,377","6,159","2,466","3,039","8,641","6,221","1,547",,0.86,7.38,6.16,2.47,3.04,8.64,6.22,1.55
3,11,23,805,"6,898","6,110","2,392","2,867","8,234","5,930","1,483",,0.81,6.90,6.11,2.39,2.87,8.23,5.93,1.48
3,12,0,761,"6,174","5,813","2,282","2,741","7,917","5,628","1,398",,0.76,6.17,5.81,2.28,2.74,7.92,5.63,1.40
3,12,1,730,"6,038","5,715","2,168","2,616","7,776","5,402","1,329",,0.73,6.04,5.72,2.17,2.62,7.78,5.40,1.33
3,12,2,711,"5,669","5,540","2,090","2,571","7,600","5,302","1,271",,0.71,5.67,5.54,2.09,2.57,7.60,5.30,1.27
3,12,3,702,"5,790","5,496","2,025","2,571","7,530","5,187","1,225",,0.70,5.79,5.50,2.03,2.57,7.53,5.19,1.23
3,12,4,712,"5,764","5,476","1,974","2,579","7,549","5,136","1,202",,0.71,5.76,5.48,1.97,2.58,7.55,5.14,1.20
3,12,5,736,"6,172","5,612","1,984","2,611","7,675","5,233","1,202",,0.74,6.17,5.61,1.98,2.61,7.68,5.23,1.20
3,12,6,792,"6,738","5,815","2,042","2,753","8,074","5,401","1,196",,0.79,6.74,5.82,2.04,2.75,8.07,5.40,1.20
3,12,7,832,"6,913","5,841","2,089","2,853","8,480","5,398","1,289",,0.83,6.91,5.84,2.09,2.85,8.48,5.40,1.29
3,12,8,864,"7,166","6,057","2,125","2,949","8,903","5,491","1,415",,0.86,7.17,6.06,2.13,2.95,8.90,5.49,1.42
