AREA,,,BCA,CEN,NES,NOR,NTE,OCC,ORI,PEN,,BCA,CEN,NES,NOR,NTE,OCC,ORI,PEN
Year,,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020
Month,Day,HORA,,,,,,,,,,,,,,,,,
7,1,21,"1,276","7,173","7,753","3,871","4,285","8,217","7,007","1,793",,1.28,7.17,7.75,3.87,4.29,8.22,7.01,1.79
7,1,22,"1,233","6,811","7,951","4,152","4,307","8,151","6,955","1,848",,1.23,6.81,7.95,4.15,4.31,8.15,6.96,1.85
7,1,23,"1,170","6,312","7,987","4,301","4,204","7,929","6,683","1,854",,1.17,6.31,7.99,4.30,4.20,7.93,6.68,1.85
7,2,0,"1,107","5,660","7,814","4,278","4,080","7,489","6,342","1,800",,1.11,5.66,7.81,4.28,4.08,7.49,6.34,1.80
7,2,1,"1,052","5,295","7,560","4,156","3,946","7,225","6,078","1,718",,1.05,5.30,7.56,4.16,3.95,7.23,6.08,1.72
7,2,2,"1,004","5,102","7,361","4,000","3,865","7,041","5,891","1,628",,1.00,5.10,7.36,4.00,3.87,7.04,5.89,1.63
7,2,3,966,"5,038","7,162","3,827","3,775","6,954","5,712","1,545",,0.97,5.04,7.16,3.83,3.78,6.95,5.71,1.55
7,2,4,941,"5,041","7,000","3,690","3,703","6,950","5,616","1,474",,0.94,5.04,7.00,3.69,3.70,6.95,5.62,1.47
7,2,5,917,"5,188","6,846","3,543","3,714","6,995","5,531","1,414",,0.92,5.19,6.85,3.54,3.71,7.00,5.53,1.41
7,2,6,922,"5,534","6,783","3,432","3,731","7,192","5,438","1,324",,0.92,5.53,6.78,3.43,3.73,7.19,5.44,1.32
7,2,7,992,"5,695","6,766","3,261","3,768","7,538","5,250","1,313",,0.99,5.70,6.77,3.26,3.77,7.54,5.25,1.31
7,2,8,"1,054","6,115","6,971","3,148","3,890","7,970","5,367","1,389",,1.05,6.12,6.97,3.15,3.89,7.97,5.37,1.39
7,2,9,"1,112","6,397","7,222","3,275","3,978","8,306","5,549","1,468",,1.11,6.40,7.22,3.28,3.98,8.31,5.55,1.47
7,2,10,"1,178","6,564","7,261","3,405","4,105","8,470","5,633","1,512",,1.18,6.56,7.26,3.41,4.11,8.47,5.63,1.51
7,2,11,"1,237","6,683","7,357","3,556","4,172","8,522","5,743","1,539",,1.24,6.68,7.36,3.56,4.17,8.52,5.74,1.54
7,2,12,"1,297","6,750","7,465","3,665","4,252","8,582","5,889","1,553",,1.30,6.75,7.47,3.67,4.25,8.58,5.89,1.55
7,2,13,"1,351","6,798","7,694","3,825","4,255","8,701","5,949","1,564",,1.35,6.80,7.69,3.83,4.26,8.70,5.95,1.56
7,2,14,"1,393","6,793","7,902","4,007","4,292","8,648","6,056","1,592",,1.39,6.79,7.90,4.01,4.29,8.65,6.06,1.59
7,2,15,"1,422","6,813","8,069","4,240","4,281","8,639","6,106","1,623",,1.42,6.81,8.07,4.24,4.28,8.64,6.11,1.62
7,2,16,"1,414","6,792","8,125","4,401","4,307","8,578","6,142","1,634",,1.41,6.79,8.13,4.40,4.31,8.58,6.14,1.63
7,2,17,"1,370","6,697","8,036","4,442","4,284","8,394","6,076","1,584",,1.37,6.70,8.04,4.44,4.28,8.39,6.08,1.58
7,2,18,"1,324","6,608","7,748","4,372","4,223","8,049","5,956","1,512",,1.32,6.61,7.75,4.37,4.22,8.05,5.96,1.51
7,2,19,"1,280","6,623","7,428","4,190","4,153","7,787","6,023","1,543",,1.28,6.62,7.43,4.19,4.15,7.79,6.02,1.54
7,2,20,"1,301","7,030","7,400","3,954","4,100","7,836","6,545","1,620",,1.30,7.03,7.40,3.95,4.10,7.84,6.55,1.62
7,2,21,"1,317","7,189","7,654","3,923","4,201","8,239","6,835","1,668",,1.32,7.19,7.65,3.92,4.20,8.24,6.84,1.67
7,2,22,"1,281","6,786","7,899","4,173","4,230","8,157","6,848","1,713",,1.28,6.79,7.90,4.17,4.23,8.16,6.85,1.71
7,2,23,"1,222","6,290","7,999","4,309","4,141","7,882","6,633","1,712",,1.22,6.29,8.00,4.31,4.14,7.88,6.63,1.71
7,3,0,"1,150","5,662","7,820","4,276","3,998","7,455","6,316","1,650",,1.15,5.66,7.82,4.28,4.00,7.46,6.32,1.65
7,3,1,"1,092","5,368","7,506","4,154","3,860","7,194","6,004","1,571",,1.09,5.37,7.51,4.15,3.86,7.19,6.00,1.57
7,3,2,"1,045","5,201","7,274","3,986","3,781","7,016","5,790","1,493",,1.05,5.20,7.27,3.99,3.78,7.02,5.79,1.49
7,3,3,"1,008","5,089","7,011","3,822","3,718","6,900","5,618","1,426",,1.01,5.09,7.01,3.82,3.72,6.90,5.62,1.43
7,3,4,985,"5,116","6,931","3,671","3,668","6,851","5,505","1,368",,0.99,5.12,6.93,3.67,3.67,6.85,5.51,1.37
7,3,5,957,"5,225","6,734","3,523","3,646","6,892","5,430","1,320",,0.96,5.23,6.73,3.52,3.65,6.89,5.43,1.32
7,3,6,967,"5,518","6,552","3,408","3,673","7,071","5,342","1,248",,0.97,5.52,6.55,3.41,3.67,7.07,5.34,1.25
7,3,7,"1,041","5,661","6,567","3,235","3,717","7,322","5,192","1,244",,1.04,5.66,6.57,3.24,3.72,7.32,5.19,1.24
7,3,8,"1,113","6,000","6,800","3,144","3,835","7,806","5,272","1,325",,1.11,6.00,6.80,3.14,3.84,7.81,5.27,1.33
7,3,9,"1,177","6,240","7,046","3,237","3,956","8,071","5,525","1,415",,1.18,6.24,7.05,3.24,3.96,8.07,5.53,1.42
7,3,10,"1,243","6,524","7,188","3,396","4,086","8,268","5,616","1,466",,1.24,6.52,7.19,3.40,4.09,8.27,5.62,1.47
7,3,11,"1,305","6,620","7,337","3,538","4,174","8,387","5,717","1,501",,1.31,6.62,7.34,3.54,4.17,8.39,5.72,1.50
7,3,12,"1,360","6,656","7,531","3,676","4,250","8,463","5,851","1,517",,1.36,6.66,7.53,3.68,4.25,8.46,5.85,1.52
7,3,13,"1,392","6,640","7,674","3,844","4,316","8,498","5,928","1,522",,1.39,6.64,7.67,3.84,4.32,8.50,5.93,1.52
7,3,14,"1,432","6,592","7,846","4,070","4,375","8,458","5,951","1,539",,1.43,6.59,7.85,4.07,4.38,8.46,5.95,1.54
7,3,15,"1,456","6,746","7,896","4,326","4,409","8,432","5,985","1,525",,1.46,6.75,7.90,4.33,4.41,8.43,5.99,1.53
7,3,16,"1,454","6,618","7,951","4,514","4,412","8,420","6,004","1,504",,1.45,6.62,7.95,4.51,4.41,8.42,6.00,1.50
7,3,17,"1,415","6,567","7,857","4,586","4,389","8,299","5,923","1,457",,1.42,6.57,7.86,4.59,4.39,8.30,5.92,1.46
7,3,18,"1,387","6,462","7,619","4,518","4,313","7,944","5,854","1,423",,1.39,6.46,7.62,4.52,4.31,7.94,5.85,1.42
7,3,19,"1,342","6,508","7,392","4,317","4,194","7,707","5,924","1,458",,1.34,6.51,7.39,4.32,4.19,7.71,5.92,1.46
7,3,20,"1,357","6,841","7,262","4,126","4,117","7,668","6,338","1,543",,1.36,6.84,7.26,4.13,4.12,7.67,6.34,1.54
7,3,21,"1,373","7,034","7,582","4,144","4,186","8,098","6,613","1,582",,1.37,7.03,7.58,4.14,4.19,8.10,6.61,1.58
7,3,22,"1,335","6,620","7,787","4,378","4,201","8,061","6,535","1,619",,1.34,6.62,7.79,4.38,4.20,8.06,6.54,1.62
7,3,23,"1,286","6,064","7,899","4,445","4,128","7,829","6,330","1,611",,1.29,6.06,7.90,4.45,4.13,7.83,6.33,1.61
7,4,0,"1,219","5,521","7,806","4,409","3,926","7,505","6,018","1,563",,1.22,5.52,7.81,4.41,3.93,7.51,6.02,1.56
7,4,1,"1,154","5,156","7,491","4,311","3,823","7,220","5,771","1,493",,1.15,5.16,7.49,4.31,3.82,7.22,5.77,1.49
7,4,2,"1,103","5,179","7,307","4,157","3,729","6,998","5,324","1,422",,1.10,5.18,7.31,4.16,3.73,7.00,5.32,1.42
7,4,3,"1,062","4,866","7,091","3,996","3,668","6,892","5,363","1,362",,1.06,4.87,7.09,4.00,3.67,6.89,5.36,1.36
7,4,4,"1,029","4,803","6,891","3,853","3,630","6,903","5,303","1,310",,1.03,4.80,6.89,3.85,3.63,6.90,5.30,1.31
7,4,5,994,"4,847","6,668","3,705","3,604","6,939","5,233","1,265",,0.99,4.85,6.67,3.71,3.60,6.94,5.23,1.27
7,4,6,980,"5,051","6,477","3,587","3,600","7,043","5,237","1,193",,0.98,5.05,6.48,3.59,3.60,7.04,5.24,1.19
7,4,7,"1,025","5,125","6,334","3,406","3,566","7,227","5,077","1,179",,1.03,5.13,6.33,3.41,3.57,7.23,5.08,1.18
7,4,8,"1,086","5,414","6,391","3,274","3,651","7,462","5,111","1,231",,1.09,5.41,6.39,3.27,3.65,7.46,5.11,1.23
7,4,9,"1,154","5,624","6,512","3,330","3,776","7,769","5,243","1,292",,1.15,5.62,6.51,3.33,3.78,7.77,5.24,1.29
7,4,10,"1,229","5,848","6,585","3,449","3,857","7,895","5,355","1,334",,1.23,5.85,6.59,3.45,3.86,7.90,5.36,1.33
7,4,11,"1,295","5,990","6,780","3,582","3,918","7,985","5,441","1,371",,1.30,5.99,6.78,3.58,3.92,7.99,5.44,1.37
7,4,12,"1,314","6,011","6,949","3,698","3,977","8,016","5,573","1,390",,1.31,6.01,6.95,3.70,3.98,8.02,5.57,1.39
7,4,13,"1,354","5,986","7,051","3,860","4,003","7,956","5,606","1,393",,1.35,5.99,7.05,3.86,4.00,7.96,5.61,1.39
7,4,14,"1,387","5,934","7,054","4,029","4,030","7,820","5,578","1,388",,1.39,5.93,7.05,4.03,4.03,7.82,5.58,1.39
7,4,15,"1,418","5,890","7,094","4,197","4,030","7,709","5,675","1,403",,1.42,5.89,7.09,4.20,4.03,7.71,5.68,1.40
7,4,16,"1,430","5,975","7,220","4,330","4,001","7,726","5,683","1,427",,1.43,5.98,7.22,4.33,4.00,7.73,5.68,1.43
7,4,17,"1,405","5,982","7,214","4,398","3,969","7,697","5,698","1,431",,1.41,5.98,7.21,4.40,3.97,7.70,5.70,1.43
7,4,18,"1,374","5,980","7,096","4,347","3,940","7,590","5,684","1,433",,1.37,5.98,7.10,4.35,3.94,7.59,5.68,1.43
7,4,19,"1,331","6,036","6,966","4,160","3,877","7,479","5,789","1,477",,1.33,6.04,6.97,4.16,3.88,7.48,5.79,1.48
7,4,20,"1,334","6,417","6,935","3,989","3,833","7,689","6,560","1,590",,1.33,6.42,6.94,3.99,3.83,7.69,6.56,1.59
7,4,21,"1,341","6,511","7,193","4,005","3,910","8,024","6,842","1,626",,1.34,6.51,7.19,4.01,3.91,8.02,6.84,1.63
7,4,22,"1,299","6,223","7,290","4,225","3,870","7,794","6,672","1,639",,1.30,6.22,7.29,4.23,3.87,7.79,6.67,1.64
7,4,23,"1,239","5,734","7,152","4,329","3,756","7,470","6,423","1,632",,1.24,5.73,7.15,4.33,3.76,7.47,6.42,1.63
7,5,0,"1,183","5,196","7,110","4,324","3,631","7,004","6,104","1,593",,1.18,5.20,7.11,4.32,3.63,7.00,6.10,1.59
7,5,1,"1,123","4,884","6,960","4,240","3,491","6,684","5,807","1,531",,1.12,4.88,6.96,4.24,3.49,6.68,5.81,1.53
7,5,2,"1,078","4,663","6,792","4,103","3,395","6,465","5,630","1,469",,1.08,4.66,6.79,4.10,3.40,6.47,5.63,1.47
7,5,3,"1,037","4,442","6,598","3,979","3,375","6,382","5,483","1,403",,1.04,4.44,6.60,3.98,3.38,6.38,5.48,1.40
7,5,4,"1,003","4,473","6,350","3,850","3,322","6,308","5,360","1,348",,1.00,4.47,6.35,3.85,3.32,6.31,5.36,1.35
7,5,5,960,"4,514","6,236","3,712","3,278","6,271","5,249","1,297",,0.96,4.51,6.24,3.71,3.28,6.27,5.25,1.30
7,5,6,929,"4,642","5,973","3,590","3,260","6,295","5,199","1,225",,0.93,4.64,5.97,3.59,3.26,6.30,5.20,1.23
7,5,7,952,"4,685","5,746","3,407","3,185","6,146","4,935","1,188",,0.95,4.69,5.75,3.41,3.19,6.15,4.94,1.19
7,5,8,"1,005","4,818","5,707","3,269","3,184","6,162","4,917","1,194",,1.01,4.82,5.71,3.27,3.18,6.16,4.92,1.19
7,5,9,"1,075","5,032","5,765","3,289","3,228","6,249","4,967","1,226",,1.08,5.03,5.77,3.29,3.23,6.25,4.97,1.23
7,5,10,"1,142","5,252","5,886","3,336","3,283","6,445","4,996","1,253",,1.14,5.25,5.89,3.34,3.28,6.45,5.00,1.25
7,5,11,"1,208","5,409","6,012","3,424","3,333","6,560","5,072","1,282",,1.21,5.41,6.01,3.42,3.33,6.56,5.07,1.28
7,5,12,"1,267","5,454","6,156","3,557","3,394","6,571","5,134","1,304",,1.27,5.45,6.16,3.56,3.39,6.57,5.13,1.30
7,5,13,"1,326","5,414","6,316","3,736","3,452","6,583","5,234","1,331",,1.33,5.41,6.32,3.74,3.45,6.58,5.23,1.33
7,5,14,"1,361","5,519","6,496","3,928","3,509","6,627","5,312","1,349",,1.36,5.52,6.50,3.93,3.51,6.63,5.31,1.35
7,5,15,"1,391","5,546","6,659","4,133","3,533","6,650","5,338","1,368",,1.39,5.55,6.66,4.13,3.53,6.65,5.34,1.37
7,5,16,"1,398","5,585","6,771","4,255","3,548","6,714","5,423","1,393",,1.40,5.59,6.77,4.26,3.55,6.71,5.42,1.39
7,5,17,"1,384","5,714","6,857","4,309","3,569","6,700","5,439","1,380",,1.38,5.71,6.86,4.31,3.57,6.70,5.44,1.38
7,5,18,"1,358","5,846","6,838","4,266","3,547","6,669","5,507","1,383",,1.36,5.85,6.84,4.27,3.55,6.67,5.51,1.38
7,5,19,"1,316","5,986","6,818","4,104","3,544","6,743","5,687","1,431",,1.32,5.99,6.82,4.10,3.54,6.74,5.69,1.43
7,5,20,"1,327","6,335","6,879","3,929","3,542","7,010","6,524","1,556",,1.33,6.34,6.88,3.93,3.54,7.01,6.52,1.56
7,5,21,"1,339","6,416","7,316","4,016","3,655","7,558","6,828","1,616",,1.34,6.42,7.32,4.02,3.66,7.56,6.83,1.62
7,5,22,"1,290","6,070","7,543","4,291","3,701","7,487","6,697","1,645",,1.29,6.07,7.54,4.29,3.70,7.49,6.70,1.65
7,5,23,"1,221","5,512","7,608","4,411","3,639","7,123","6,441","1,643",,1.22,5.51,7.61,4.41,3.64,7.12,6.44,1.64
7,6,0,"1,158","5,069","7,527","4,391","3,544","6,734","6,100","1,592",,1.16,5.07,7.53,4.39,3.54,6.73,6.10,1.59
7,6,1,"1,100","4,766","7,347","4,270","3,459","6,404","5,870","1,528",,1.10,4.77,7.35,4.27,3.46,6.40,5.87,1.53
7,6,2,"1,049","4,614","7,119","4,136","3,388","6,305","5,674","1,456",,1.05,4.61,7.12,4.14,3.39,6.31,5.67,1.46
7,6,3,"1,008","4,552","6,957","3,984","3,326","6,254","5,515","1,396",,1.01,4.55,6.96,3.98,3.33,6.25,5.52,1.40
7,6,4,980,"4,609","6,819","3,849","3,298","6,265","5,422","1,344",,0.98,4.61,6.82,3.85,3.30,6.27,5.42,1.34
7,6,5,957,"4,805","6,712","3,714","3,315","6,388","5,351","1,308",,0.96,4.81,6.71,3.71,3.32,6.39,5.35,1.31
7,6,6,978,"5,197","6,768","3,598","3,390","6,821","5,336","1,254",,0.98,5.20,6.77,3.60,3.39,6.82,5.34,1.25
7,6,7,"1,068","5,481","6,912","3,374","3,495","7,282","5,303","1,257",,1.07,5.48,6.91,3.37,3.50,7.28,5.30,1.26
7,6,8,"1,154","5,952","7,180","3,258","3,691","7,922","5,402","1,331",,1.15,5.95,7.18,3.26,3.69,7.92,5.40,1.33
7,6,9,"1,237","6,288","7,477","3,408","3,903","8,334","5,565","1,421",,1.24,6.29,7.48,3.41,3.90,8.33,5.57,1.42
7,6,10,"1,322","6,540","7,709","3,576","4,047","8,546","5,692","1,476",,1.32,6.54,7.71,3.58,4.05,8.55,5.69,1.48
7,6,11,"1,401","6,675","7,759","3,716","4,166","8,727","5,814","1,509",,1.40,6.68,7.76,3.72,4.17,8.73,5.81,1.51
7,6,12,"1,446","6,741","7,916","3,873","4,260","8,839","5,923","1,543",,1.45,6.74,7.92,3.87,4.26,8.84,5.92,1.54
7,6,13,"1,500","6,806","8,155","4,061","4,345","8,903","5,994","1,559",,1.50,6.81,8.16,4.06,4.35,8.90,5.99,1.56
7,6,14,"1,538","6,830","8,346","4,296","4,408","8,916","6,054","1,582",,1.54,6.83,8.35,4.30,4.41,8.92,6.05,1.58
7,6,15,"1,564","6,914","8,501","4,547","4,441","8,931","6,133","1,613",,1.56,6.91,8.50,4.55,4.44,8.93,6.13,1.61
7,6,16,"1,563","6,893","8,582","4,727","4,460","8,858","6,148","1,634",,1.56,6.89,8.58,4.73,4.46,8.86,6.15,1.63
7,6,17,"1,527","7,030","8,549","4,779","4,450","8,721","6,128","1,612",,1.53,7.03,8.55,4.78,4.45,8.72,6.13,1.61
7,6,18,"1,485","6,782","8,249","4,698","4,402","8,354","6,071","1,561",,1.49,6.78,8.25,4.70,4.40,8.35,6.07,1.56
7,6,19,"1,435","6,882","7,999","4,483","4,302","8,102","6,102","1,571",,1.44,6.88,8.00,4.48,4.30,8.10,6.10,1.57
7,6,20,"1,440","7,144","7,845","4,241","4,232","8,120","6,615","1,708",,1.44,7.14,7.85,4.24,4.23,8.12,6.62,1.71
7,6,21,"1,444","7,090","8,264","4,249","4,280","8,486","6,865","1,784",,1.44,7.09,8.26,4.25,4.28,8.49,6.87,1.78
7,6,22,"1,386","6,817","8,438","4,527","4,302","8,423","6,646","1,854",,1.39,6.82,8.44,4.53,4.30,8.42,6.65,1.85
7,6,23,"1,302","6,325","8,592","4,663","4,216","8,194","6,347","1,859",,1.30,6.33,8.59,4.66,4.22,8.19,6.35,1.86
7,7,0,"1,227","5,766","8,437","4,614","4,075","7,831","6,024","1,791",,1.23,5.77,8.44,4.61,4.08,7.83,6.02,1.79
7,7,1,"1,160","5,573","8,184","4,463","3,921","7,566","5,768","1,705",,1.16,5.57,8.18,4.46,3.92,7.57,5.77,1.71
7,7,2,"1,106","5,232","7,945","4,284","3,823","7,339","5,517","1,619",,1.11,5.23,7.95,4.28,3.82,7.34,5.52,1.62
7,7,3,"1,067","5,200","7,748","4,112","3,770","7,255","5,349","1,539",,1.07,5.20,7.75,4.11,3.77,7.26,5.35,1.54
7,7,4,"1,038","5,408","7,516","3,986","3,736","7,238","5,285","1,474",,1.04,5.41,7.52,3.99,3.74,7.24,5.29,1.47
7,7,5,"1,012","5,441","7,360","3,837","3,712","7,267","5,273","1,423",,1.01,5.44,7.36,3.84,3.71,7.27,5.27,1.42
7,7,6,"1,017","5,858","7,223","3,673","3,725","7,504","5,338","1,332",,1.02,5.86,7.22,3.67,3.73,7.50,5.34,1.33
7,7,7,"1,097","6,052","7,228","3,433","3,773","7,794","5,207","1,328",,1.10,6.05,7.23,3.43,3.77,7.79,5.21,1.33
7,7,8,"1,181","6,358","7,468","3,297","3,923","8,241","5,360","1,416",,1.18,6.36,7.47,3.30,3.92,8.24,5.36,1.42
7,7,9,"1,254","6,744","7,692","3,387","4,061","8,565","5,394","1,489",,1.25,6.74,7.69,3.39,4.06,8.57,5.39,1.49
7,7,10,"1,326","6,951","7,837","3,520","4,134","8,698","5,546","1,538",,1.33,6.95,7.84,3.52,4.13,8.70,5.55,1.54
7,7,11,"1,392","7,070","7,993","3,667","4,238","8,828","5,663","1,572",,1.39,7.07,7.99,3.67,4.24,8.83,5.66,1.57
7,7,12,"1,453","7,159","8,141","3,833","4,337","8,915","5,759","1,593",,1.45,7.16,8.14,3.83,4.34,8.92,5.76,1.59
7,7,13,"1,507","7,133","8,365","4,019","4,404","8,937","5,919","1,613",,1.51,7.13,8.37,4.02,4.40,8.94,5.92,1.61
7,7,14,"1,548","7,279","8,485","4,223","4,457","8,933","6,007","1,636",,1.55,7.28,8.49,4.22,4.46,8.93,6.01,1.64
7,7,15,"1,570","7,219","8,640","4,454","4,511","8,908","6,095","1,674",,1.57,7.22,8.64,4.45,4.51,8.91,6.10,1.67
7,7,16,"1,567","7,174","8,640","4,596","4,531","8,831","6,092","1,699",,1.57,7.17,8.64,4.60,4.53,8.83,6.09,1.70
7,7,17,"1,527","7,128","8,514","4,631","4,548","8,628","6,051","1,677",,1.53,7.13,8.51,4.63,4.55,8.63,6.05,1.68
7,7,18,"1,482","6,991","8,217","4,528","4,494","8,316","5,867","1,623",,1.48,6.99,8.22,4.53,4.49,8.32,5.87,1.62
7,7,19,"1,421","7,131","7,959","4,307","4,412","8,101","5,973","1,639",,1.42,7.13,7.96,4.31,4.41,8.10,5.97,1.64
7,7,20,"1,428","7,223","7,918","4,083","4,324","8,099","6,657","1,777",,1.43,7.22,7.92,4.08,4.32,8.10,6.66,1.78
7,7,21,"1,427","7,156","8,283","4,132","4,407","8,385","6,975","1,861",,1.43,7.16,8.28,4.13,4.41,8.39,6.98,1.86
7,7,22,"1,375","6,850","8,606","4,422","4,448","8,282","6,889","1,924",,1.38,6.85,8.61,4.42,4.45,8.28,6.89,1.92
7,7,23,"1,300","6,516","8,695","4,538","4,346","8,026","6,587","1,932",,1.30,6.52,8.70,4.54,4.35,8.03,6.59,1.93
7,8,0,"1,227","5,906","8,443","4,484","4,197","7,680","6,217","1,869",,1.23,5.91,8.44,4.48,4.20,7.68,6.22,1.87
7,8,1,"1,169","5,721","8,229","4,357","4,052","7,396","6,011","1,789",,1.17,5.72,8.23,4.36,4.05,7.40,6.01,1.79
7,8,2,"1,117","5,369","8,034","4,198","3,965","7,218","5,861","1,705",,1.12,5.37,8.03,4.20,3.97,7.22,5.86,1.71
7,8,3,"1,072","5,388","7,806","4,040","3,894","7,179","5,713","1,619",,1.07,5.39,7.81,4.04,3.89,7.18,5.71,1.62
7,8,4,"1,041","5,350","7,562","3,894","3,852","7,158","5,615","1,544",,1.04,5.35,7.56,3.89,3.85,7.16,5.62,1.54
7,8,5,"1,011","5,577","7,406","3,791","3,838","7,150","5,549","1,483",,1.01,5.58,7.41,3.79,3.84,7.15,5.55,1.48
7,8,6,"1,016","5,877","7,313","3,661","3,851","7,377","5,530","1,387",,1.02,5.88,7.31,3.66,3.85,7.38,5.53,1.39
7,8,7,"1,084","6,167","7,238","3,488","3,879","7,712","5,385","1,363",,1.08,6.17,7.24,3.49,3.88,7.71,5.39,1.36
7,8,8,"1,155","6,428","7,549","3,348","4,023","8,199","5,449","1,438",,1.16,6.43,7.55,3.35,4.02,8.20,5.45,1.44
7,8,9,"1,223","6,848","7,816","3,435","4,155","8,503","5,619","1,520",,1.22,6.85,7.82,3.44,4.16,8.50,5.62,1.52
7,8,10,"1,296","6,874","7,933","3,575","4,251","8,647","5,685","1,573",,1.30,6.87,7.93,3.58,4.25,8.65,5.69,1.57
7,8,11,"1,362","7,155","8,077","3,693","4,333","8,750","5,714","1,613",,1.36,7.16,8.08,3.69,4.33,8.75,5.71,1.61
7,8,12,"1,420","7,252","8,240","3,836","4,413","8,909","5,819","1,633",,1.42,7.25,8.24,3.84,4.41,8.91,5.82,1.63
7,8,13,"1,473","7,144","8,445","3,986","4,427","8,941","5,889","1,643",,1.47,7.14,8.45,3.99,4.43,8.94,5.89,1.64
7,8,14,"1,514","7,080","8,603","4,194","4,491","8,890","5,979","1,673",,1.51,7.08,8.60,4.19,4.49,8.89,5.98,1.67
7,8,15,"1,540","7,076","8,756","4,438","4,580","8,806","6,071","1,711",,1.54,7.08,8.76,4.44,4.58,8.81,6.07,1.71
7,8,16,"1,535","6,986","8,763","4,623","4,587","8,741","6,121","1,741",,1.54,6.99,8.76,4.62,4.59,8.74,6.12,1.74
7,8,17,"1,498","7,069","8,605","4,664","4,566","8,449","6,059","1,710",,1.50,7.07,8.61,4.66,4.57,8.45,6.06,1.71
7,8,18,"1,459","6,968","8,313","4,560","4,498","8,042","5,969","1,642",,1.46,6.97,8.31,4.56,4.50,8.04,5.97,1.64
7,8,19,"1,401","6,986","8,014","4,319","4,386","7,851","6,030","1,638",,1.40,6.99,8.01,4.32,4.39,7.85,6.03,1.64
7,8,20,"1,405","7,163","7,926","4,064","4,321","7,920","6,760","1,788",,1.41,7.16,7.93,4.06,4.32,7.92,6.76,1.79
7,8,21,"1,407","7,168","8,293","4,112","4,433","8,191","7,061","1,880",,1.41,7.17,8.29,4.11,4.43,8.19,7.06,1.88
7,8,22,"1,355","6,874","8,576","4,394","4,467","8,107","6,979","1,951",,1.36,6.87,8.58,4.39,4.47,8.11,6.98,1.95
7,8,23,"1,279","6,436","8,752","4,455","4,397","7,873","6,690","1,953",,1.28,6.44,8.75,4.46,4.40,7.87,6.69,1.95
7,9,0,"1,204","5,841","8,542","4,406","4,260","7,492","6,354","1,892",,1.20,5.84,8.54,4.41,4.26,7.49,6.35,1.89
7,9,1,"1,141","5,594","8,250","4,314","4,110","7,224","6,073","1,803",,1.14,5.59,8.25,4.31,4.11,7.22,6.07,1.80
7,9,2,"1,089","5,314","7,965","4,164","4,009","7,026","5,954","1,714",,1.09,5.31,7.97,4.16,4.01,7.03,5.95,1.71
7,9,3,"1,049","5,348","7,816","3,998","3,934","6,935","5,844","1,626",,1.05,5.35,7.82,4.00,3.93,6.94,5.84,1.63
7,9,4,"1,021","5,430","7,680","3,840","3,887","6,916","5,765","1,549",,1.02,5.43,7.68,3.84,3.89,6.92,5.77,1.55
7,9,5,991,"5,621","7,480","3,725","3,873","6,982","5,675","1,482",,0.99,5.62,7.48,3.73,3.87,6.98,5.68,1.48
7,9,6,992,"5,901","7,405","3,614","3,890","7,226","5,610","1,399",,0.99,5.90,7.41,3.61,3.89,7.23,5.61,1.40
7,9,7,"1,060","6,197","7,398","3,455","3,923","7,566","5,382","1,392",,1.06,6.20,7.40,3.46,3.92,7.57,5.38,1.39
7,9,8,"1,130","6,482","7,617","3,330","4,041","8,041","5,488","1,469",,1.13,6.48,7.62,3.33,4.04,8.04,5.49,1.47
7,9,9,"1,197","6,850","7,848","3,414","4,152","8,365","5,691","1,540",,1.20,6.85,7.85,3.41,4.15,8.37,5.69,1.54
7,9,10,"1,261","6,973","7,902","3,539","4,253","8,465","5,894","1,579",,1.26,6.97,7.90,3.54,4.25,8.47,5.89,1.58
7,9,11,"1,323","7,035","8,079","3,657","4,385","8,569","5,926","1,615",,1.32,7.04,8.08,3.66,4.39,8.57,5.93,1.62
7,9,12,"1,387","7,141","8,249","3,811","4,471","8,667","6,057","1,627",,1.39,7.14,8.25,3.81,4.47,8.67,6.06,1.63
7,9,13,"1,444","7,116","8,478","3,972","4,529","8,741","6,139","1,639",,1.44,7.12,8.48,3.97,4.53,8.74,6.14,1.64
7,9,14,"1,485","6,948","8,623","4,184","4,571","8,705","6,268","1,673",,1.49,6.95,8.62,4.18,4.57,8.71,6.27,1.67
7,9,15,"1,518","7,044","8,802","4,436","4,597","8,699","6,352","1,706",,1.52,7.04,8.80,4.44,4.60,8.70,6.35,1.71
7,9,16,"1,519","7,113","8,931","4,579","4,622","8,641","6,425","1,727",,1.52,7.11,8.93,4.58,4.62,8.64,6.43,1.73
7,9,17,"1,478","7,273","8,805","4,610","4,630","8,478","6,396","1,697",,1.48,7.27,8.81,4.61,4.63,8.48,6.40,1.70
7,9,18,"1,433","7,127","8,461","4,530","4,557","8,096","6,320","1,625",,1.43,7.13,8.46,4.53,4.56,8.10,6.32,1.63
7,9,19,"1,390","7,220","8,126","4,317","4,483","7,851","6,270","1,629",,1.39,7.22,8.13,4.32,4.48,7.85,6.27,1.63
7,9,20,"1,408","7,233","7,991","4,078","4,411","7,961","6,856","1,752",,1.41,7.23,7.99,4.08,4.41,7.96,6.86,1.75
